City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
591,Karratha,-20.7377,116.8463,74.61,62,81,3.8,AU,2022-08-01 00:44:45
592,Spring Valley,36.108,-115.245,86.29,57,100,9.22,US,2022-08-01 00:44:45
593,Pingliang,35.5392,106.6861,73.17,78,100,10.02,CN,2022-08-01 00:44:46
594,Hailey,43.5196,-114.3153,93.79,25,0,9.22,US,2022-08-01 00:44:46
595,Umm Kaddadah,13.6017,26.6876,76.96,66,100,16.33,SD,2022-08-01 00:40:52
596,Atar,20.5169,-13.0499,90.55,43,0,9.93,MR,2022-08-01 00:41:38
597,Phalombe,-15.8064,35.6507,58.51,82,0,2.24,MW,2022-08-01 00:44:46
598,Oni,42.5794,43.4425,64.22,85,0,5.99,GE,2022-08-01 00:44:47
599,Kardla,58.9978,22.7492,59.04,77,1,7.76,EE,2022-08-01 00:44:47
600,Ayagoz,47.9714,80.4392,66.7,57,25,6.33,KZ,2022-08-01 00:44:47
601,Hukuntsi,-24.0,21.75,57.42,25,72,13.73,BW,2022-08-01 00:44:48
602,Touros,-5.1989,-35.4608,76.51,84,91,12.97,BR,2022-08-01 00:44:48
603,Rupert,42.6191,-113.6772,96.75,15,0,6.91,US,2022-08-01 00:44:48
604,Zhireken,52.8249,117.3076,68.68,61,86,4.38,RU,2022-08-01 00:44:48
605,Molina,-35.1167,-71.2833,53.33,76,10,3.44,CL,2022-08-01 00:44:49
606,Wadowice,49.8834,19.4929,61.36,100,67,1.01,PL,2022-08-01 00:44:49
607,Kirundo,-2.5833,30.1667,60.67,92,92,1.61,BI,2022-08-01 00:44:50
608,Georgiyevka,43.0369,74.7114,62.64,77,0,4.47,KZ,2022-08-01 00:44:50
609,Tenosique,17.4833,-91.4333,75.27,91,100,4.03,MX,2022-08-01 00:44:50
610,Waipawa,-41.4122,175.5153,50.23,61,0,4.92,NZ,2022-08-01 00:44:51
611,Kiri Buru,22.0833,85.35,78.46,80,100,2.91,IN,2022-08-01 00:44:51
612,Monte Alegre,-2.0078,-54.0692,76.28,87,55,1.39,BR,2022-08-01 00:44:51
613,Klaeng,12.7797,101.6483,82.94,88,98,3.24,TH,2022-08-01 00:44:52
614,Santa Fe,-31.6333,-60.7,61.02,69,0,1.99,AR,2022-08-01 00:41:45
615,Wamba,8.9333,8.6,70.11,97,100,1.43,NG,2022-08-01 00:44:52
616,Shaowu,27.3409,117.4831,88.86,62,4,0.85,CN,2022-08-01 00:44:52
617,Barbastro,42.0356,0.1269,77.54,68,0,4.32,ES,2022-08-01 00:44:53
618,Rassvet,46.8333,40.75,69.49,77,96,4.47,RU,2022-08-01 00:44:53
619,Samfya,-11.3649,29.5565,58.24,58,0,6.06,ZM,2022-08-01 00:44:53
620,Kalianget,-7.05,113.9333,81.05,72,94,7.67,ID,2022-08-01 00:44:54
621,Puerto Escondido,15.85,-97.0667,81.86,80,61,4.05,MX,2022-08-01 00:40:57
622,Am Timan,11.0297,20.2827,71.2,95,100,4.56,TD,2022-08-01 00:44:54
623,Gitarama,-2.0744,29.7567,60.26,93,85,1.77,RW,2022-08-01 00:44:54
624,Guarapari,-20.6667,-40.4975,69.89,83,4,3.38,BR,2022-08-01 00:44:55
625,Wagga Wagga,-35.1167,147.3667,48.85,87,100,8.05,AU,2022-08-01 00:44:55
626,Ocampo,21.65,-101.5,65.59,53,100,16.2,MX,2022-08-01 00:44:55
627,Whitehorse,60.7161,-135.0538,69.03,48,75,6.91,CA,2022-08-01 00:43:37
628,Manggar,-2.8833,108.2667,83.21,74,95,10.16,ID,2022-08-01 00:44:56
629,Nacogdoches,31.6002,-94.6335,96.66,35,0,10.36,US,2022-08-01 00:44:56
630,Manjeshwar,12.7194,74.8861,79.75,90,100,8.61,IN,2022-08-01 00:44:56
631,Abu Samrah,35.3029,37.1841,73.71,61,0,6.91,SY,2022-08-01 00:44:57
632,Immenstadt,47.561,10.2199,66.69,64,99,3.0,DE,2022-08-01 00:44:57
633,Gelnica,48.8558,20.9371,62.19,84,100,2.48,SK,2022-08-01 00:44:57
634,Bilma,18.6853,12.9164,88.34,41,21,6.93,NE,2022-08-01 00:44:57
635,Dana Point,33.467,-117.6981,90.91,69,24,4.0,US,2022-08-01 00:44:58
636,Saint-Gaudens,43.0833,0.6667,67.03,84,0,4.36,FR,2022-08-01 00:44:58
637,Goderich,43.7501,-81.7165,79.12,53,26,11.5,CA,2022-08-01 00:45:58
638,Lichinga,-13.3128,35.2406,57.29,82,0,6.91,MZ,2022-08-01 00:45:59
639,Janauba,-15.8025,-43.3089,73.09,59,6,11.72,BR,2022-08-01 00:45:59
640,Yatou,37.15,122.3833,79.81,92,67,11.9,CN,2022-08-01 00:45:59
641,Sicuani,-14.2694,-71.2261,51.15,32,7,4.45,PE,2022-08-01 00:46:00
642,Auki,-8.7676,160.7034,85.68,64,12,5.19,SB,2022-08-01 00:46:00
643,Douglas,41.3,-96.167,92.26,61,0,10.36,US,2022-08-01 00:46:00
644,Lamu,-2.2717,40.902,75.42,70,100,18.07,KE,2022-08-01 00:46:00
645,Anloga,5.7947,0.8973,74.7,84,99,16.06,GH,2022-08-01 00:45:12
646,Proletariy,58.4342,31.7046,57.0,73,100,4.34,RU,2022-08-01 00:46:01
647,Rundu,-17.9333,19.7667,55.72,30,3,4.9,NA,2022-08-01 00:46:01
648,Crimmitschau,50.8167,12.3833,66.31,82,100,5.55,DE,2022-08-01 00:45:47
649,Kibondo,-3.5864,30.7203,62.82,76,71,2.84,TZ,2022-08-01 00:46:02
650,Ranong,9.9658,98.6348,76.93,83,97,8.52,TH,2022-08-01 00:46:02
651,Raudeberg,61.9875,5.1352,52.47,73,40,6.29,NO,2022-08-01 00:46:02
652,Nemuro,43.3236,145.575,59.14,86,100,8.77,JP,2022-08-01 00:46:03
653,Sharkan,57.2989,53.8712,59.9,82,63,4.7,RU,2022-08-01 00:46:03
654,Mutoko,-17.397,32.2268,50.77,50,0,4.72,ZW,2022-08-01 00:46:03
655,Half Moon Bay,37.4636,-122.4286,80.53,77,40,18.41,US,2022-08-01 00:46:04
656,Naze,28.3667,129.4833,81.52,83,100,20.76,JP,2022-08-01 00:46:04
657,Katherine,-14.4667,132.2667,79.12,57,8,3.44,AU,2022-08-01 00:45:06
